quarter,time,score,team,description
2,1:07.0,56-53,76ers,J. Embiid misses 3-pt jump shot from 26 ft
2,1:04.0,56-53,Nuggets,Defensive rebound by P. Watson
2,0:58.0,56-53,Nuggets,J. Pickett misses 3-pt jump shot from 23 ft
2,0:54.0,56-53,76ers,Defensive rebound by V. Edgecombe
2,0:48.0,56-55,76ers,T. Maxey makes 2-pt layup from 2 ft
2,0:25.0,58-55,Nuggets,P. Watson makes 2-pt jump shot from 20 ft (assist by B. Brown)
2,0:00.0,58-58,76ers,Q. Grimes makes 3-pt jump shot from 23 ft (assist by J. Embiid)
2,0:00.0,58-58,Nuggets,Team misses heave shot (block by V. Edgecombe)
2,0:00.0,58-58,Nuggets,Offensive rebound by Team
3,11:48.0,58-61,76ers,D. Barlow makes 3-pt jump shot from 22 ft (assist by V. Edgecombe)
3,11:21.0,61-61,Nuggets,J. Pickett makes 3-pt jump shot from 26 ft
3,10:59.0,61-64,76ers,J. Embiid makes 3-pt jump shot from 26 ft (assist by V. Edgecombe)
3,10:33.0,61-64,Nuggets,P. Watson misses 2-pt jump shot from 20 ft
3,10:30.0,61-64,76ers,Defensive rebound by J. Embiid
3,10:22.0,61-64,76ers,P. George misses 3-pt jump shot from 23 ft
3,10:20.0,61-64,Nuggets,Defensive rebound by Team
3,10:04.0,63-64,Nuggets,J. Pickett makes 2-pt layup from 3 ft (assist by D. Holmes)
3,9:46.0,63-64,76ers,Turnover by J. Embiid (bad pass)
3,9:37.0,63-64,Nuggets,Personal foul by D. Barlow (drawn by D. Holmes)
3,9:23.0,63-64,Nuggets,B. Brown misses 2-pt layup from 11 ft (block by T. Maxey)
3,9:20.0,63-64,76ers,Defensive rebound by T. Maxey
3,9:07.0,63-64,76ers,Shooting foul by J. Pickett (drawn by J. Embiid)
3,9:07.0,63-65,76ers,J. Embiid makes free throw 1 of 2
3,9:07.0,63-66,76ers,J. Embiid makes free throw 2 of 2
3,8:53.0,66-66,Nuggets,P. Watson makes 3-pt jump shot from 24 ft (assist by J. Pickett)
3,8:31.0,66-66,76ers,D. Barlow misses 3-pt jump shot from 23 ft
3,8:28.0,66-66,76ers,Offensive rebound by Team
3,8:19.0,66-66,76ers,Personal foul by S. Jones (drawn by J. Embiid)
3,8:12.0,66-66,76ers,Def 3 sec tech foul by Team
3,8:12.0,66-66,76ers,T. Maxey misses technical free throw
3,8:12.0,66-66,76ers,Offensive rebound by Team
3,8:04.0,66-66,76ers,J. Embiid misses 2-pt jump shot from 12 ft
3,8:03.0,66-66,76ers,Offensive rebound by Team
3,8:03.0,66-66,Nuggets,Loose ball foul by J. Pickett (drawn by D. Barlow)
3,7:53.0,66-66,76ers,T. Maxey misses 2-pt layup from 3 ft
3,7:51.0,66-66,Nuggets,Defensive rebound by Team
3,7:38.0,69-66,Nuggets,J. Pickett makes 3-pt jump shot from 27 ft
3,7:31.0,69-66,76ers,Personal foul by J. Pickett (drawn by V. Edgecombe)
3,7:19.0,69-66,76ers,P. George misses 3-pt jump shot from 25 ft
3,7:16.0,69-66,Nuggets,Defensive rebound by P. Watson
3,7:01.0,71-66,Nuggets,P. Watson makes 2-pt layup from 2 ft
3,6:52.0,71-69,76ers,V. Edgecombe makes 3-pt jump shot from 24 ft (assist by P. George)
3,6:36.0,71-69,Nuggets,Turnover by D. Holmes (out of bounds lost ball)
3,6:36.0,71-69,76ers,Philadelphia full timeout
3,6:36.0,71-69,Nuggets,Z. Nnaji enters the game for D. Holmes
3,6:36.0,71-69,76ers,Q. Grimes enters the game for D. Barlow
3,6:36.0,71-69,76ers,J. Walker enters the game for P. George
3,6:25.0,71-69,76ers,Turnover by V. Edgecombe (bad pass; steal by Z. Nnaji)
3,6:22.0,73-69,Nuggets,Z. Nnaji makes 2-pt layup from 3 ft (assist by J. Pickett)
3,5:56.0,73-72,76ers,V. Edgecombe makes 3-pt jump shot from 28 ft (assist by T. Maxey)
3,5:34.0,73-72,Nuggets,Turnover by P. Watson (out of bounds lost ball)
3,5:21.0,73-74,76ers,T. Maxey makes 2-pt layup from 1 ft
3,5:08.0,73-74,Nuggets,Shooting foul by J. Walker (drawn by P. Watson)
3,5:08.0,74-74,Nuggets,P. Watson makes free throw 1 of 2
3,5:08.0,74-74,Nuggets,P. Watson misses free throw 2 of 2
3,5:05.0,74-74,76ers,Defensive rebound by V. Edgecombe
3,4:53.0,74-76,76ers,T. Maxey makes 2-pt jump shot from 17 ft
3,4:39.0,76-76,Nuggets,B. Brown makes 2-pt layup from 2 ft
3,4:39.0,76-76,Nuggets,Shooting foul by J. Walker (drawn by B. Brown)
3,4:39.0,77-76,Nuggets,B. Brown makes free throw 1 of 1
3,4:18.0,77-76,76ers,Shooting foul by B. Brown (drawn by T. Maxey)
3,4:18.0,77-76,Nuggets,J. Strawther enters the game for S. Jones
3,4:18.0,77-77,76ers,T. Maxey makes free throw 1 of 2
3,4:18.0,77-77,76ers,T. Maxey misses free throw 2 of 2
3,4:17.0,77-77,76ers,Offensive rebound by J. Walker
3,4:15.0,77-77,76ers,J. Walker misses 2-pt layup from 3 ft (block by Z. Nnaji)
3,4:14.0,77-77,76ers,Offensive rebound by J. Walker
3,4:14.0,77-79,76ers,J. Walker makes 2-pt layup at rim
3,3:56.0,77-79,Nuggets,Personal foul by J. Embiid (drawn by Z. Nnaji)
3,3:50.0,77-79,Nuggets,J. Pickett misses 3-pt jump shot from 27 ft
3,3:49.0,77-79,Nuggets,Offensive rebound by Team
3,3:39.0,77-79,Nuggets,Z. Nnaji misses 2-pt layup from 2 ft (block by J. Embiid)
3,3:38.0,77-79,Nuggets,Offensive rebound by J. Strawther
3,3:37.0,77-79,Nuggets,J. Strawther misses 2-pt layup from 2 ft (block by J. Walker)
3,3:37.0,77-79,76ers,Defensive rebound by J. Walker
3,3:29.0,77-79,76ers,Personal foul by J. Strawther (drawn by J. Embiid)
3,3:29.0,77-80,76ers,J. Embiid makes free throw 1 of 2
3,3:29.0,77-80,Nuggets,Denver full timeout
3,3:29.0,77-80,Nuggets,H. Tyson enters the game for J. Pickett
3,3:29.0,77-80,76ers,J. McCain enters the game for V. Edgecombe
3,3:29.0,77-81,76ers,J. Embiid makes free throw 2 of 2
3,3:15.0,77-81,Nuggets,Turnover by P. Watson (lost ball; steal by T. Maxey)
3,3:10.0,77-81,76ers,Turnover by Q. Grimes (step out of bounds)
3,2:57.0,77-81,Nuggets,B. Brown misses 2-pt jump shot from 9 ft
3,2:55.0,77-81,Nuggets,Offensive rebound by B. Brown
3,2:53.0,79-81,Nuggets,B. Brown makes 2-pt layup from 2 ft
3,2:33.0,79-81,76ers,T. Maxey misses 2-pt layup from 21 ft
3,2:32.0,79-81,76ers,Offensive rebound by J. Embiid
3,2:32.0,79-83,76ers,J. Embiid makes 2-pt layup at rim
3,2:14.0,79-83,Nuggets,Turnover by P. Watson (lost ball; steal by T. Maxey)
3,2:11.0,79-86,76ers,T. Maxey makes 3-pt jump shot from 26 ft
3,2:10.0,79-86,Nuggets,Denver full timeout
3,2:10.0,79-86,76ers,V. Edgecombe enters the game for T. Maxey
3,1:51.0,79-86,Nuggets,Shooting foul by J. Walker (drawn by H. Tyson)
3,1:51.0,80-86,Nuggets,H. Tyson makes free throw 1 of 2
3,1:51.0,81-86,Nuggets,H. Tyson makes free throw 2 of 2
3,1:33.0,81-88,76ers,J. Embiid makes 2-pt hook shot from 5 ft (assist by V. Edgecombe)
3,1:17.0,81-88,Nuggets,B. Brown misses 2-pt jump shot from 16 ft
3,1:14.0,81-88,76ers,Defensive rebound by V. Edgecombe
3,1:10.0,81-90,76ers,J. Walker makes 2-pt layup from 1 ft (assist by J. McCain)
3,0:55.0,84-90,Nuggets,Z. Nnaji makes 3-pt jump shot from 27 ft (assist by J. Strawther)
3,0:50.0,84-90,76ers,Q. Grimes misses 3-pt jump shot from 26 ft
3,0:46.0,84-90,Nuggets,Defensive rebound by P. Watson
3,0:34.0,84-90,Nuggets,Shooting foul by V. Edgecombe (drawn by Z. Nnaji)
3,0:34.0,84-90,Nuggets,Z. Nnaji misses free throw 1 of 2
3,0:34.0,84-90,Nuggets,Offensive rebound by Team
3,0:34.0,85-90,Nuggets,Z. Nnaji makes free throw 2 of 2
3,0:29.0,85-93,76ers,V. Edgecombe makes 3-pt jump shot from 26 ft
3,0:10.0,87-93,Nuggets,P. Watson makes 2-pt jump shot from 8 ft
3,0:00.0,87-93,76ers,J. Embiid misses 3-pt jump shot from 27 ft
3,0:00.0,87-93,76ers,Offensive rebound by Team
4,11:38.0,89-93,Nuggets,Z. Nnaji makes 2-pt layup from 2 ft (assist by J. Strawther)
4,11:19.0,89-95,76ers,A. Bona makes 2-pt dunk from 1 ft (assist by J. McCain)
4,11:06.0,89-95,Nuggets,H. Tyson misses 3-pt jump shot from 24 ft
4,11:03.0,89-95,76ers,Defensive rebound by Q. Grimes
4,11:03.0,89-95,76ers,Personal foul by H. Tyson (drawn by Q. Grimes)
4,10:48.0,89-98,76ers,T. Maxey makes 3-pt jump shot from 27 ft
4,10:26.0,91-98,Nuggets,H. Tyson makes 2-pt layup from 3 ft (assist by Z. Nnaji)
4,10:26.0,91-98,Nuggets,Shooting foul by P. George (drawn by H. Tyson)
4,10:26.0,92-98,Nuggets,H. Tyson makes free throw 1 of 1
4,10:09.0,92-100,76ers,Q. Grimes makes 2-pt layup from 2 ft (assist by T. Maxey)
4,9:58.0,94-100,Nuggets,S. Jones makes 2-pt hook shot from 9 ft (assist by J. Pickett)
4,9:41.0,94-100,76ers,T. Maxey misses 2-pt layup from 2 ft
4,9:38.0,94-100,Nuggets,Defensive rebound by J. Strawther
4,9:30.0,96-100,Nuggets,J. Strawther makes 2-pt layup from 2 ft
4,9:16.0,96-100,76ers,J. McCain misses 2-pt layup from 3 ft
4,9:15.0,96-100,Nuggets,Defensive rebound by J. Strawther
4,8:48.0,98-100,Nuggets,J. Pickett makes 2-pt jump shot from 7 ft (assist by S. Jones)
4,8:48.0,98-100,Nuggets,P. Watson enters the game for J. Strawther
4,8:48.0,98-100,76ers,V. Edgecombe enters the game for J. McCain
4,8:30.0,98-100,76ers,T. Maxey misses 3-pt jump shot from 24 ft
4,8:28.0,98-100,Nuggets,Defensive rebound by J. Pickett
4,8:18.0,98-100,Nuggets,P. Watson misses 3-pt jump shot from 28 ft
4,8:14.0,98-100,76ers,Defensive rebound by A. Bona
4,8:09.0,98-100,76ers,P. George misses 3-pt jump shot from 26 ft
4,8:05.0,98-100,Nuggets,Defensive rebound by H. Tyson
4,8:02.0,101-100,Nuggets,H. Tyson makes 3-pt jump shot from 26 ft
4,8:02.0,101-100,Nuggets,Shooting foul by Q. Grimes (drawn by H. Tyson)
4,8:02.0,102-100,Nuggets,H. Tyson makes free throw 1 of 1
4,7:43.0,102-100,76ers,V. Edgecombe misses 3-pt jump shot from 23 ft
4,7:39.0,102-100,Nuggets,Defensive rebound by J. Pickett
4,7:31.0,104-100,Nuggets,J. Pickett makes 2-pt layup from 3 ft
4,7:25.0,104-100,76ers,Philadelphia full timeout
4,7:25.0,104-100,76ers,J. Embiid enters the game for P. George
4,7:14.0,104-100,76ers,V. Edgecombe misses 2-pt layup from 4 ft
4,7:12.0,104-100,Nuggets,Defensive rebound by H. Tyson
4,6:52.0,104-100,Nuggets,Shooting foul by A. Bona (drawn by P. Watson)
4,6:52.0,104-100,76ers,Philadelphia full timeout
4,6:52.0,104-100,76ers,Instant Replay (Challenge: Ruling Stands)
4,6:52.0,105-100,Nuggets,P. Watson makes free throw 1 of 2
4,6:52.0,106-100,Nuggets,P. Watson makes free throw 2 of 2
4,6:28.0,106-100,76ers,J. Embiid misses 2-pt layup from 2 ft
4,6:27.0,106-100,76ers,Offensive rebound by J. Embiid
4,6:27.0,106-102,76ers,J. Embiid makes 2-pt layup at rim
4,6:06.0,106-102,Nuggets,Z. Nnaji misses 2-pt layup from 4 ft (block by Q. Grimes)
4,6:06.0,106-102,Nuggets,Offensive rebound by Team
4,5:55.0,106-102,Nuggets,Turnover by Team (shot clock)
4,5:43.0,106-104,76ers,J. Embiid makes 2-pt jump shot from 4 ft (assist by T. Maxey)
